B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,CDOM Proxy (B3/B4),NDCI,NSMI,B4/B3,B4/B2,B4/B1,GCE_Salinity,GCE_Temperature(C)
162,261,328,327,484,728,848,936,976,944,851,551,0.482185273,1.003058104,0.193588163,0.430131004,0.99695122,1.252873563,2.018518519,20.18,15.99
236,231,326,326,480,742,845,945,953,917,751,460,0.487018096,1,0.191066998,0.476783692,1,1.411255411,1.381355932,15.27,13.01
189,312,386,405,603,916,1025,1199,1167,1397,948,630,0.495012469,0.95308642,0.196428571,0.434270172,1.049222798,1.298076923,2.142857143,0.78,8.97
213,285,326,347,475,747,849,828,942,927,856,555,0.409361702,0.939481268,0.155717762,0.405010438,1.064417178,1.21754386,1.629107981,2.28,11.44
220,340,426,484,683,1018,1136,1305,1261,1214,1023,713,0.458915595,0.880165289,0.170522708,0.456,1.136150235,1.423529412,2.2,1.78,13.39
250,210,297,299,458,740,854,967,974,978,776,474,0.52764613,0.993311037,0.21003963,0.478908189,1.006734007,1.423809524,1.196,11.1,12.05
324,271,447,391,662,1011,1162,1232,1354,1536,954,537,0.518176217,1.143222506,0.257359924,0.511271416,0.874720358,1.442804428,1.206790123,14.42,27.3
220,270,324,242,182,72,73,67,38,120,36,32,-0.566343042,1.338842975,-0.141509434,0.354066986,0.74691358,0.896296296,1.1,26.71,14.1
313,272,407,327,264,84,92,97,58,208,43,36,-0.54245283,1.244648318,-0.106598985,0.459244533,0.803439803,1.202205882,1.044728435,26,14.5
262,318,404,254,200,71,73,61,46,66,37,25,-0.612698413,1.590551181,-0.118942731,0.348360656,0.628712871,0.798742138,0.969465649,26,16.3
211,158,261,165,123,38,32,46,22,140,48,44,-0.563981043,1.581818182,-0.145833333,0.45890411,0.632183908,1.044303797,0.781990521,25.72,13.5
247,288,371,251,188,64,80,65,59,96,62,53,-0.588607595,1.478087649,-0.143507973,0.367032967,0.676549865,0.871527778,1.016194332,26.57,15.7
374,379,537,354,293,93,88,91,51,118,47,32,-0.591011236,1.516949153,-0.094281298,0.403149606,0.659217877,0.934036939,0.946524064,26.78,14
231,254,324,233,195,67,84,80,68,229,75,60,-0.488817891,1.39055794,-0.088785047,0.373612824,0.719135802,0.917322835,1.008658009,25.29,12.3
682,723,796,844,976,1115,1183,1142,1225,1812,1423,1408,0.150050352,0.943127962,0.072527473,0.388066018,1.060301508,1.16735823,1.237536657,20.13,12.2
229,265,334,320,264,104,98,99,64,147,53,43,-0.527446301,1.04375,-0.095890411,0.423286181,0.958083832,1.20754717,1.397379913,19.17,13.2
287,241,318,314,276,122,109,106,78,191,86,68,-0.495238095,1.012738854,-0.06440678,0.447880871,0.987421384,1.302904564,1.094076655,14.33,12.3
246,234,279,269,199,89,82,91,54,171,62,47,-0.494444444,1.037174721,-0.14957265,0.401534527,0.964157706,1.14957265,1.093495935,15.46,13.4
400,335,405,466,442,216,218,184,155,114,97,62,-0.433846154,0.869098712,-0.026431718,0.444444444,1.150617284,1.391044776,1.165,3.81,18.9
254,190,206,203,210,116,129,107,101,229,100,79,-0.309677419,1.014778325,0.016949153,0.365609349,0.985436893,1.068421053,0.799212598,6.66,22.6
362,312,298,281,280,189,192,173,164,248,104,80,-0.237885463,1.060498221,-0.001782531,0.2996633,0.94295302,0.900641026,0.776243094,13.8,22.4
290,169,199,184,147,104,94,89,68,277,79,55,-0.347985348,1.081521739,-0.111782477,0.387681159,0.924623116,1.088757396,0.634482759,19.38,19.7
415,272,299,297,317,219,214,210,198,398,173,144,-0.171597633,1.006734007,0.03257329,0.373271889,0.993311037,1.091911765,0.715662651,13.08,22.3
575,659,733,798,821,603,608,573,508,567,412,369,-0.164113786,0.918546366,0.0142063,0.398173516,1.088676671,1.210925645,1.387826087,10.17,22.1
355,326,462,449,440,187,193,169,151,316,164,123,-0.453074434,1.028953229,-0.010123735,0.472918351,0.971861472,1.377300613,1.264788732,16.33,26.5
377,296,390,331,332,179,194,179,171,482,148,109,-0.298039216,1.178247734,0.001508296,0.417895772,0.848717949,1.118243243,0.877984085,18.97,28.3
350,325,474,394,394,197,206,185,199,295,219,169,-0.360967185,1.203045685,0,0.455155071,0.831223629,1.212307692,1.125714286,25.65,30.5
430,440,537,463,494,388,451,407,435,486,345,249,-0.064367816,1.159827214,0.032392894,0.388888889,0.862197393,1.052272727,1.076744186,25.58,30.5
394,373,449,307,292,194,200,184,177,265,142,88,-0.250509165,1.462540717,-0.025041736,0.339238264,0.683741648,0.8230563,0.779187817,26.93,30.6
206,172,236,277,261,119,131,119,92,145,59,43,-0.398989899,0.85198556,-0.029739777,0.497810219,1.173728814,1.610465116,1.344660194,21.3,24.3
238,237,367,287,240,66,65,77,42,126,44,37,-0.576923077,1.278745645,-0.089184061,0.468013468,0.782016349,1.210970464,1.205882353,23.32,23.4
270,311,391,273,224,99,116,105,102,164,64,43,-0.444444444,1.432234432,-0.098591549,0.362051282,0.698209719,0.877813505,1.011111111,24.66,20.3
343,420,517,464,427,171,187,156,101,143,43,28,-0.496774194,1.114224138,-0.041526375,0.400428266,0.897485493,1.104761905,1.352769679,22.41,22.7
201,237,312,210,163,59,82,72,62,119,66,53,-0.489361702,1.485714286,-0.126005362,0.375494071,0.673076923,0.886075949,1.044776119,22.28,18.5
298,277,392,245,188,67,57,78,70,165,49,33,-0.517027864,1.6,-0.131639723,0.393873085,0.625,0.884476534,0.822147651,24.09,12.2
303,256,367,219,181,70,57,71,54,125,55,40,-0.510344828,1.675799087,-0.095,0.39192399,0.596730245,0.85546875,0.722772277,24.02,10.5
442,493,615,515,499,224,233,197,144,271,100,76,-0.446629213,1.194174757,-0.015779093,0.392483056,0.837398374,1.044624746,1.165158371,23.5,17.2
514,532,619,464,459,369,381,356,342,833,355,320,-0.131707317,1.334051724,-0.005417118,0.341176471,0.749596123,0.872180451,0.902723735,28.8,29.1
1347,1599,1556,1318,1377,1189,1186,1827,1097,2551,1444,1030,0.161844197,1.180576631,0.021892393,0.285043595,0.847043702,0.824265166,0.978470676,30.1,30.9
501,481,590,492,502,216,223,164,144,384,67,46,-0.5,1.199186992,0.010060362,0.384516955,0.833898305,1.022869023,0.982035928,29.4,29.9
532,482,540,371,360,221,220,164,174,447,130,96,-0.386915888,1.455525606,-0.01504788,0.307968413,0.687037037,0.769709544,0.697368421,30.7,30.6
422,428,555,440,484,168,187,128,104,248,58,35,-0.549295775,1.261363636,0.047619048,0.39845397,0.792792793,1.028037383,1.042654028,29,30.2
430,386,527,349,318,170,172,146,139,400,108,76,-0.41010101,1.510028653,-0.046476762,0.388272583,0.662239089,0.904145078,0.811627907,31.1,27.3
568,525,693,518,568,255,248,212,182,374,106,83,-0.419178082,1.337837838,0.046040516,0.39516129,0.747474747,0.986666667,0.911971831,30.7,29.1
467,277,367,232,193,82,83,63,55,433,66,48,-0.572881356,1.581896552,-0.091764706,0.367579909,0.632152589,0.837545126,0.496788009,31.7,28.1
344,431,526,436,371,140,138,117,92,145,40,24,-0.576853526,1.206422018,-0.080545229,0.381191673,0.828897338,1.011600928,1.26744186,30,18.5
363,383,474,319,243,81,87,74,58,215,47,22,-0.623409669,1.485893417,-0.135231317,0.348639456,0.672995781,0.832898172,0.878787879,30.6,14.7
482,475,624,583,570,279,264,239,156,224,34,23,-0.418491484,1.070325901,-0.011274935,0.435196195,0.934294872,1.227368421,1.209543568,27.1,15.5
438,470,631,447,423,179,188,111,136,213,129,98,-0.602150538,1.41163311,-0.027586207,0.392764858,0.708399366,0.95106383,1.020547945,26.5,16.9
328,268,400,222,147,36,49,53,34,247,47,32,-0.614545455,1.801801802,-0.203252033,0.397752809,0.555,0.828358209,0.676829268,29.3,14.3
362,401,501,347,305,119,116,85,70,181,60,40,-0.606481481,1.443804035,-0.064417178,0.357886309,0.69261477,0.865336658,0.958563536,28.3,15.2
496,510,694,488,423,126,137,111,77,188,44,19,-0.629382304,1.422131148,-0.071350165,0.397163121,0.703170029,0.956862745,0.983870968,27.2,14.7
478,542,676,523,474,185,172,142,108,328,68,60,-0.572932331,1.292543021,-0.049147442,0.377369328,0.773668639,0.964944649,1.094142259,31.4,12.8
337,330,417,385,351,132,130,112,88,213,75,59,-0.549295775,1.083116883,-0.046195652,0.416961131,0.923261391,1.166666667,1.142433234,22.5,13.8
367,423,574,531,526,202,206,173,116,179,42,34,-0.508522727,1.080979284,-0.004730369,0.446335079,0.925087108,1.255319149,1.446866485,21.3,13.7
644,519,771,781,814,532,530,479,470,680,282,281,-0.23968254,0.987195903,0.020689655,0.498792854,1.012970169,1.504816956,1.212732919,11.9,13.1
239,238,274,272,222,82,85,68,53,174,51,28,-0.6,1.007352941,-0.101214575,0.392857143,0.99270073,1.142857143,1.138075314,14.6,14.1
374,315,417,493,497,211,225,166,138,149,77,53,-0.496206373,0.845841785,0.004040404,0.485714286,1.182254197,1.565079365,1.318181818,4.9,19
291,205,217,236,225,119,119,93,84,277,80,69,-0.434650456,0.919491525,-0.023861171,0.376899696,1.087557604,1.151219512,0.810996564,14.6,19.3
364,325,332,309,304,189,182,154,150,257,89,59,-0.334773218,1.074433657,-0.008156607,0.327122153,0.930722892,0.950769231,0.848901099,14,22.7
328,200,257,230,222,105,98,82,77,337,60,45,-0.474358974,1.117391304,-0.017699115,0.41775837,0.894941634,1.15,0.701219512,24.9,19.4
424,231,268,277,272,163,159,141,127,449,95,73,-0.325358852,0.967509025,-0.009107468,0.404639175,1.03358209,1.199134199,0.653301887,21.3,22.1
655,710,835,899,973,726,744,682,580,601,331,288,-0.137254902,0.928809789,0.039529915,0.41898527,1.076646707,1.266197183,1.372519084,6.3,22.3
629,549,707,697,708,386,387,341,322,569,289,234,-0.342967245,1.014347202,0.007829181,0.437788018,0.985855728,1.269581056,1.108108108,17.5,26.6
667,648,795,743,755,484,501,477,444,873,371,306,-0.218032787,1.069986541,0.008010681,0.407136322,0.934591195,1.146604938,1.113943028,19.5,29.1
463,339,505,401,423,225,218,192,210,546,244,179,-0.352445194,1.259351621,0.026699029,0.455421687,0.794059406,1.182890855,0.866090713,29,30.1
359,376,495,373,377,262,291,259,302,600,235,178,-0.180379747,1.327077748,0.005333333,0.395498392,0.753535354,0.992021277,1.038997214,29.5,30
386,443,574,394,385,192,213,168,161,251,123,84,-0.402135231,1.456852792,-0.011553273,0.372076541,0.68641115,0.889390519,1.020725389,26.8,31.3
395,378,503,522,487,292,310,287,266,423,237,171,-0.290482077,0.963601533,-0.03468781,0.461154669,1.03777336,1.380952381,1.321518987,24.3,25
339,309,454,355,292,91,99,88,68,255,47,37,-0.602708804,1.278873239,-0.097372488,0.447227191,0.781938326,1.148867314,1.04719764,24.1,24.5
414,495,626,475,432,145,154,117,82,183,32,25,-0.60472973,1.317894737,-0.047409041,0.379699248,0.758785942,0.95959596,1.147342995,24.8,20.7
456,552,658,638,644,380,359,300,224,256,38,31,-0.360341151,1.031347962,0.004680187,0.402597403,0.969604863,1.155797101,1.399122807,23.1,23.3
325,397,496,342,276,130,169,125,134,242,89,66,-0.464668094,1.450292398,-0.106796117,0.35708502,0.689516129,0.861460957,1.052307692,28.6,19
438,394,542,400,352,130,127,121,72,378,42,35,-0.535508637,1.355,-0.063829787,0.410179641,0.73800738,1.015228426,0.913242009,28.6,14.1
238,293,443,423,375,152,148,148,101,65,37,39,-0.481611208,1.047281324,-0.060150376,0.494391717,0.954853273,1.443686007,1.777310924,23.23,14.78
399,474,596,506,493,252,258,227,198,191,145,110,-0.380627558,1.177865613,-0.013013013,0.398477157,0.848993289,1.067510549,1.268170426,19.18,18.54
518,565,711,726,805,599,605,555,454,164,69,44,-0.133489461,0.979338843,0.051600261,0.435564436,1.021097046,1.284955752,1.401544402,26.45,15.61
505,648,787,710,751,440,431,382,302,182,152,126,-0.3003663,1.108450704,0.028062971,0.395804196,0.902160102,1.095679012,1.405940594,26.36,17.09
577,666,820,693,768,506,507,481,425,541,335,288,-0.180579216,1.183261183,0.051334702,0.388710418,0.845121951,1.040540541,1.201039861,20.41,25.52
463,551,660,505,499,280,277,252,213,222,143,107,-0.334214003,1.306930693,-0.005976096,0.357808858,0.765151515,0.916515426,1.090712743,26.28,27.77
673,643,761,578,603,491,492,430,467,585,369,310,-0.146825397,1.316608997,0.021168501,0.351160444,0.759526938,0.898911353,0.85884101,26.97,29.37
528,622,735,623,690,405,411,349,292,284,121,85,-0.281893004,1.179775281,0.05102818,0.371717172,0.847619048,1.001607717,1.179924242,30.82,28.93
415,519,645,452,444,174,175,133,105,14,34,22,-0.545299145,1.42699115,-0.008928571,0.357673267,0.700775194,0.870905588,1.089156627,31.47,24.81
384,519,634,595,596,300,299,273,179,78,30,24,-0.370967742,1.065546218,0.000839631,0.40617849,0.938485804,1.146435453,1.549479167,30.67,18.5
381,504,607,471,399,154,167,145,107,65,36,25,-0.529220779,1.288747346,-0.082758621,0.362831858,0.775947282,0.93452381,1.236220472,28.53,14.35
439,519,690,638,651,342,332,294,198,95,33,27,-0.369098712,1.081504702,0.010085337,0.43800758,0.924637681,1.229287091,1.453302961,29.67,15.72
355,477,608,402,357,127,120,94,77,11,21,24,-0.620967742,1.512437811,-0.059288538,0.358439812,0.661184211,0.842767296,1.132394366,30.96,16.32
268,337,465,296,237,95,98,100,78,92,45,40,-0.494949495,1.570945946,-0.110694184,0.386156648,0.63655914,0.878338279,1.104477612,28.48,14.18
377,507,639,517,513,225,228,176,140,83,48,34,-0.492063492,1.235976789,-0.003883495,0.390258569,0.809076682,1.019723866,1.371352785,29.18,14.93
474,566,745,583,566,251,235,201,134,38,33,26,-0.487244898,1.27787307,-0.014795474,0.402323126,0.782550336,1.030035336,1.229957806,30.95,14.27
381,513,636,416,376,164,168,156,136,130,89,62,-0.454545455,1.528846154,-0.050505051,0.344408946,0.65408805,0.810916179,1.091863517,27.8,13.33
1035,898,1008,1019,1099,895,934,889,957,2175,1014,1048,-0.068134172,0.989205103,0.037771483,0.385982906,1.010912698,1.134743875,0.984541063,24.29,13.89
403,529,684,645,683,339,336,304,203,134,47,37,-0.359325606,1.060465116,0.028614458,0.430570506,0.942982456,1.219281664,1.600496278,24.12,13.69
192,233,275,248,196,88,90,85,60,82,40,31,-0.489489489,1.108870968,-0.117117117,0.383597884,0.901818182,1.064377682,1.291666667,25.91,13.08
344,318,398,408,400,189,187,163,141,74,71,50,-0.429071804,0.975490196,-0.00990099,0.434163701,1.025125628,1.283018868,1.186046512,16.06,16.51
264,288,316,353,365,212,218,175,149,163,101,71,-0.337121212,0.895184136,0.016713092,0.398119122,1.117088608,1.225694444,1.337121212,11.61,19.28
386,401,447,390,375,217,214,189,168,164,88,67,-0.347150259,1.146153846,-0.019607843,0.352180937,0.872483221,0.972568579,1.010362694,20.19,20.61
268,243,310,269,274,141,136,119,101,162,55,45,-0.386597938,1.152416357,0.009208103,0.408759124,0.867741935,1.106995885,1.003731343,21.11,19.68
397,320,354,346,350,227,247,223,193,341,142,114,-0.216168717,1.023121387,0.005747126,0.37254902,0.97740113,1.08125,0.871536524,14.28,21.77
659,802,925,1007,1094,910,933,879,767,516,419,379,-0.067868505,0.91857001,0.041408853,0.413313826,1.088648649,1.255610973,1.528072838,20.79,21.45
483,644,814,803,889,563,568,510,449,338,319,252,-0.223153085,1.01369863,0.050827423,0.430340557,0.986486486,1.24689441,1.66252588,23.48,25.42
768,861,1048,1026,1077,768,789,714,703,730,576,507,-0.179310345,1.021442495,0.02425107,0.413287905,0.979007634,1.191637631,1.3359375,22.2,28.54
373,465,580,391,378,218,236,194,185,128,121,81,-0.336752137,1.483375959,-0.016905072,0.352367688,0.674137931,0.840860215,1.048257373,31.59,30.06
360,376,517,470,450,209,218,186,149,164,54,36,-0.432926829,1.1,-0.02173913,0.448275862,0.909090909,1.25,1.305555556,26.51,24.76
346,433,607,540,524,212,225,196,130,97,48,31,-0.467391304,1.124074074,-0.015037594,0.451898734,0.889621087,1.247113164,1.560693642,25.92,24.23
334,465,596,384,340,125,125,112,76,35,30,25,-0.548387097,1.552083333,-0.060773481,0.356401384,0.644295302,0.825806452,1.149700599,29.91,20.25
421,572,707,682,701,416,438,362,271,75,29,19,-0.30651341,1.036656891,0.01373825,0.416624171,0.964639321,1.192307692,1.619952494,26.95,22.7
339,432,568,394,352,154,157,139,108,102,81,63,-0.478424015,1.441624365,-0.056300268,0.380200861,0.693661972,0.912037037,1.162241888,24.49,18.75
250,347,437,492,482,232,247,216,176,606,103,57,-0.389830508,0.888211382,-0.01026694,0.456112853,1.125858124,1.417867435,1.968,0.03,19.14
475,534,580,592,629,515,533,480,475,976,219,155,-0.104477612,0.97972973,0.03030303,0.373974209,1.020689655,1.108614232,1.246315789,0.04,21.98
229,240,349,429,443,229,217,223,173,942,116,52,-0.31595092,0.813519814,0.016055046,0.52848723,1.229226361,1.7875,1.873362445,0.04,19.14
284,288,386,476,486,317,312,263,198,1226,158,80,-0.288227334,0.81092437,0.01039501,0.499130435,1.233160622,1.652777778,1.676056338,0.03,19.74
454,622,723,807,825,632,641,616,572,1253,436,384,-0.134223472,0.895910781,0.011029412,0.421933086,1.116182573,1.297427653,1.77753304,0.03,19.51
280,309,473,530,518,138,176,165,153,1119,175,85,-0.525179856,0.89245283,-0.011450382,0.528963415,1.1205074,1.715210356,1.892857143,0.05,24.67
299,313,447,544,567,264,300,250,187,1264,183,96,-0.370277078,0.821691176,0.02070207,0.51993865,1.217002237,1.738019169,1.819397993,0.05,27.06
244,290,475,457,584,302,312,292,253,909,235,131,-0.220293725,1.039387309,0.121998079,0.525368249,0.962105263,1.575862069,1.87295082,0.13,30.47
676,618,874,805,917,909,1079,846,1172,2294,853,710,0.024833434,1.085714286,0.06504065,0.461906835,0.921052632,1.302588997,1.190828402,0.08,29.27
292,395,517,493,493,246,282,282,236,845,158,96,-0.272258065,1.048681542,0,0.43772242,0.953578337,1.248101266,1.688356164,0.07,30.32
245,318,493,597,561,227,246,230,133,571,65,40,-0.443772672,0.825795645,-0.031088083,0.548295455,1.210953347,1.877358491,2.436734694,0.04,22.93
197,278,462,513,465,164,178,187,124,460,80,46,-0.465714286,0.900584795,-0.049079755,0.556264964,1.11038961,1.845323741,2.604060914,0.07,23.59
215,381,548,529,442,156,137,155,77,381,59,40,-0.546783626,1.035916824,-0.089598352,0.477366255,0.965328467,1.388451444,2.460465116,0.06,18.45
164,292,361,368,326,129,145,142,90,398,56,37,-0.443137255,0.980978261,-0.060518732,0.428011753,1.019390582,1.260273973,2.243902439,0.08,22.1
161,318,452,493,430,166,175,162,118,424,83,54,-0.505343511,0.9168357,-0.068255688,0.496437055,1.090707965,1.550314465,3.062111801,0.05,17.23
231,284,472,488,405,154,153,149,95,486,105,62,-0.532182104,0.967213115,-0.092945129,0.54340836,1.033898305,1.718309859,2.112554113,0.07,11.59
230,295,456,425,347,109,115,118,94,437,110,69,-0.565377532,1.072941176,-0.101036269,0.49829932,0.932017544,1.440677966,1.847826087,0.06,9.41
198,216,343,397,331,129,104,98,55,,43,44,-0.604040404,0.863979849,-0.090659341,0.548117155,1.157434402,1.837962963,2.005050505,0.03,14.75
331,407,516,550,549,258,261,213,173,83,119,94,-0.441677588,0.938181818,-0.000909918,0.447386286,1.065891473,1.351351351,1.66163142,0.04,18.67
355,388,560,617,626,314,297,252,178,34,56,43,-0.420023015,0.907617504,0.007240547,0.504153355,1.101785714,1.590206186,1.738028169,2.11,15.55
409,525,680,709,708,370,359,320,242,152,150,125,-0.378036929,0.95909732,-0.000705716,0.451410658,1.042647059,1.35047619,1.733496333,1.17,17.21
639,766,916,899,938,632,632,610,534,473,448,397,-0.191517561,1.0189099,0.021230267,0.406431616,0.981441048,1.173629243,1.406885759,0.33,24.85
374,461,606,495,533,235,247,186,142,105,72,49,-0.453744493,1.224242424,0.036964981,0.409731114,0.816831683,1.073752711,1.323529412,1.69,28.13
561,577,751,640,723,408,393,295,250,195,138,105,-0.368983957,1.1734375,0.060895084,0.413617886,0.852197071,1.109185442,1.140819964,0.73,30.69
674,796,928,853,910,652,659,593,565,431,501,452,-0.179806362,1.087924971,0.032331254,0.382227396,0.919181034,1.07160804,1.265578635,12.64,29.3
713,866,1047,944,981,640,664,587,563,578,516,464,-0.233180927,1.109110169,0.019220779,0.393769688,0.901623687,1.090069284,1.32398317,3.33,28.61
560,669,786,656,693,424,441,382,356,331,304,263,-0.263969171,1.198170732,0.027427724,0.366177167,0.834605598,0.980568012,1.171428571,8.56,30.55
431,436,576,501,534,240,245,178,152,90,59,48,-0.475699558,1.149700599,0.031884058,0.423661599,0.869791667,1.149082569,1.162412993,7.38,28.88
696,793,880,831,941,606,637,502,439,315,247,219,-0.246811703,1.058965102,0.062076749,0.366613419,0.944318182,1.047919294,1.193965517,9.57,31.07
296,383,510,406,456,168,177,128,94,22,57,48,-0.520599251,1.256157635,0.05800464,0.410315627,0.796078431,1.060052219,1.371621622,8.02,29.86
373,404,516,461,472,262,262,237,201,317,137,113,-0.320916905,1.119305857,0.011789925,0.414916727,0.893410853,1.141089109,1.235924933,6.95,27.29
298,315,447,337,362,157,161,131,106,100,90,71,-0.44017094,1.326409496,0.035765379,0.426751592,0.753914989,1.06984127,1.130872483,18.04,28.33
360,377,531,524,604,332,345,268,214,127,60,59,-0.323232323,1.013358779,0.070921986,0.473463687,0.986817326,1.389920424,1.455555556,14.21,27.59
428,555,689,683,714,333,362,275,211,10,79,57,-0.425887265,1.008784773,0.022190408,0.423975091,0.991291727,1.230630631,1.595794393,15.36,24.8
203,305,433,427,394,132,138,115,74,1,25,12,-0.575645756,1.014051522,-0.040194884,0.47639485,0.986143187,1.4,2.103448276,15.16,18.31
202,266,346,360,296,103,102,93,56,1,20,23,-0.589403974,0.961111111,-0.097560976,0.452674897,1.040462428,1.353383459,1.782178218,0.58,13.48
266,347,498,579,583,293,275,251,154,5,27,29,-0.395180723,0.860103627,0.003442341,0.512640449,1.162650602,1.668587896,2.176691729,6.26,15.11
171,225,293,278,253,84,93,62,37,1,26,27,-0.635294118,1.053956835,-0.047080979,0.434673367,0.948805461,1.235555556,1.625730994,5.18,15.5
178,191,298,303,255,75,74,68,34,1,35,34,-0.633423181,0.98349835,-0.086021505,0.517676768,1.016778523,1.586387435,1.702247191,1.88,13.28
256,391,528,573,597,293,296,236,171,1,43,31,-0.416563659,0.921465969,0.020512821,0.475871314,1.085227273,1.465473146,2.23828125,6.02,14.68
265,295,452,427,376,135,126,101,59,1,42,33,-0.617424242,1.058548009,-0.063511831,0.497444634,0.944690265,1.447457627,1.611320755,7.68,14.05
239,361,470,526,511,227,225,200,125,2,54,58,-0.449035813,0.893536122,-0.014464802,0.467943994,1.119148936,1.457063712,2.20083682,0.57,12.46
296,469,612,671,596,270,255,249,177,43,79,76,-0.458695652,0.912071535,-0.059194949,0.464611872,1.096405229,1.430703625,2.266891892,0.04,12.36
250,354,492,550,524,222,210,175,103,1,27,21,-0.517241379,0.894545455,-0.024208566,0.492836676,1.117886179,1.553672316,2.2,0.12,13.8
351,384,621,744,679,282,256,210,143,28,66,55,-0.559748428,0.834677419,-0.045678145,0.560891938,1.198067633,1.9375,2.11965812,0.02,12.2
252,350,473,569,514,202,188,167,103,19,40,31,-0.546195652,0.831282953,-0.050784857,0.497126437,1.202959831,1.625714286,2.257936508,0.02,12.46
314,314,434,509,500,215,212,163,117,1,59,51,-0.514880952,0.852652259,-0.008919722,0.500397772,1.17281106,1.621019108,1.621019108,0.02,16.53
326,423,560,631,593,259,253,200,141,5,76,60,-0.518652226,0.88748019,-0.031045752,0.475836431,1.126785714,1.491725768,1.935582822,0.03,18.95
395,417,451,491,495,283,277,234,187,148,99,66,-0.354482759,0.918533605,0.004056795,0.386313466,1.088691796,1.177458034,1.243037975,0.04,22.44
253,243,335,385,378,168,168,132,92,41,39,28,-0.489361702,0.87012987,-0.009174312,0.495327103,1.149253731,1.58436214,1.52173913,0.05,20.01
309,304,417,506,506,249,253,189,150,79,75,52,-0.456115108,0.824110672,0,0.504482478,1.213429257,1.664473684,1.637540453,0.03,20.01
432,492,593,680,669,391,378,347,289,264,221,194,-0.324245375,0.872058824,-0.008154188,0.442492918,1.146711636,1.382113821,1.574074074,0.03,20.14
286,311,496,555,555,191,201,148,95,68,79,65,-0.578947368,0.893693694,0,0.543318649,1.118951613,1.784565916,1.940559441,0.3,25
355,370,540,601,651,328,340,267,212,284,159,136,-0.384792627,0.898502496,0.039936102,0.510258107,1.112962963,1.624324324,1.692957746,1.06,27.13
358,401,604,588,742,412,447,355,301,105,197,148,-0.247083775,1.027210884,0.115789474,0.496547395,0.973509934,1.466334165,1.642458101,7.78,30.37
380,449,570,459,499,256,274,225,201,122,153,106,-0.342105263,1.241830065,0.041753653,0.392422192,0.805263158,1.022271715,1.207894737,5.06,30.38
341,395,590,698,693,333,339,289,197,53,58,47,-0.414387031,0.845272206,-0.003594536,0.530600119,1.183050847,1.767088608,2.046920821,0.74,23.85
303,369,559,597,594,261,263,230,147,13,53,51,-0.443772672,0.936348409,-0.002518892,0.516065574,1.067978533,1.617886179,1.97029703,0.23,23.68
254,366,507,440,430,137,143,105,77,1,39,21,-0.614678899,1.152272727,-0.011494253,0.442498096,0.867850099,1.202185792,1.732283465,0.25,19.58
315,447,598,598,597,252,263,221,149,1,35,26,-0.46031746,1,-0.00083682,0.455873402,1,1.337807606,1.898412698,0.2,22.9
277,394,562,582,534,204,204,167,112,1,60,57,-0.554072096,0.965635739,-0.043010753,0.487646294,1.035587189,1.47715736,2.101083032,0.31,17.74
278,330,497,511,465,179,169,144,87,1,28,32,-0.560305344,0.97260274,-0.047131148,0.506726457,1.028169014,1.548484848,1.838129496,0.46,12.33
354,427,609,641,655,321,301,256,178,1,30,37,-0.429208473,0.950078003,0.010802469,0.490757305,1.052545156,1.50117096,1.810734463,3.29,10.59
284,297,417,474,414,191,170,174,117,61,57,46,-0.462962963,0.879746835,-0.067567568,0.5,1.136690647,1.595959596,1.669014085,20.75,14.83
363,431,540,597,613,311,311,259,208,132,101,91,-0.394859813,0.904522613,0.01322314,0.450255102,1.105555556,1.385150812,1.644628099,0.09,18.41
381,427,604,586,613,303,288,251,176,36,42,32,-0.400238949,1.030716724,0.022518766,0.471861472,0.970198675,1.37236534,1.538057743,16.53,15.14
423,544,701,658,661,334,321,288,215,135,103,97,-0.391120507,1.065349544,0.00227445,0.428271151,0.938659058,1.209558824,1.555555556,12.65,17.1
612,610,708,545,573,410,392,340,335,321,213,183,-0.231638418,1.299082569,0.025044723,0.345142244,0.769774011,0.893442623,0.890522876,8.36,29.92
530,604,714,592,636,375,371,335,290,260,185,157,-0.277238403,1.206081081,0.035830619,0.367539267,0.829131653,0.98013245,1.116981132,21.37,29.05
673,777,885,772,796,635,648,585,598,762,567,535,-0.137803979,1.146373057,0.015306122,0.361544782,0.872316384,0.993564994,1.147102526,21,28.31
351,352,362,279,290,206,220,199,170,365,150,123,-0.167364017,1.297491039,0.019332162,0.291037261,0.770718232,0.792613636,0.794871795,24.93,30.49
319,408,538,430,497,186,203,141,105,1,28,25,-0.506129597,1.251162791,0.07227616,0.406976744,0.799256506,1.053921569,1.347962382,23.47,29.54
482,535,684,673,712,419,430,357,296,270,86,68,-0.306796117,1.016344725,0.028158845,0.434460888,0.983918129,1.257943925,1.39626556,20.4,26.89
454,514,680,467,469,240,239,208,185,164,128,118,-0.383703704,1.456102784,0.002136752,0.381095725,0.686764706,0.908560311,1.028634361,32.56,28.12
430,441,581,559,628,336,343,272,207,60,22,14,-0.345367028,1.039355993,0.058129739,0.442125237,0.962134251,1.267573696,1.3,17.63,27.4
1236,1239,1277,1202,1369,1329,1362,1214,1390,3056,1470,1747,0.004966887,1.062396007,0.06495527,0.333512641,0.941268598,0.970137207,0.972491909,26.32,16.34
